X,Y,Means,Confidence
516,388,5,5
422.67,337.33,4,0
644,414.67,4,0
396,564,3,0
593.33,228,3,0
270.67,273.33,3,0
793.33,596,2,0
777.33,113.33,2,0
228,164,2,0
46.667,68,1,0
49.333,705.33,1,0
972,732,1,0
985.33,340,1,0
30.667,369.33,1,0
