X,Y,Means,Confidence
540,70,0.70588,0
550,70,0.68477,0
560,70,0.65883,0
570,70,0.62829,0
580,70,0.59327,0
590,70,0.55396,0
600,70,0.51073,0
610,70,0.46419,0
620,70,0.41508,0
630,70,0.36412,0
640,70,0.3119,0
650,70,0.25923,0
660,70,0.20786,0
50,80,0.056698,0
60,80,0.076332,0
70,80,0.093385,0
80,80,0.10809,0
90,80,0.12155,0
100,80,0.13488,0
110,80,0.14877,0
120,80,0.16364,0
130,80,0.17981,0
140,80,0.19767,0
150,80,0.21773,0
160,80,0.2406,0
170,80,0.26687,0
180,80,0.29705,0
190,80,0.33139,0
200,80,0.36976,0
210,80,0.41154,0
220,80,0.4556,0
230,80,0.50037,0
240,80,0.54392,0
250,80,0.58414,0
260,80,0.61899,0
270,80,0.64667,0
280,80,0.66583,0
290,80,0.67568,0
300,80,0.6761,0
310,80,0.66765,0
320,80,0.65155,0
330,80,0.62964,0
340,80,0.60423,0
350,80,0.57792,0
360,80,0.55344,0
370,80,0.5334,0
380,80,0.52004,0
390,80,0.51507,0
400,80,0.51947,0
410,80,0.53337,0
420,80,0.55607,0
430,80,0.58605,0
440,80,0.62112,0
450,80,0.65868,0
460,80,0.69595,0
470,80,0.73029,0
480,80,0.75948,0
490,80,0.78194,0
500,80,0.7968,0
510,80,0.80384,0
520,80,0.80338,0
530,80,0.796,0
540,80,0.78232,0
550,80,0.76278,0
560,80,0.73764,0
570,80,0.70692,0
580,80,0.67063,0
590,80,0.62886,0
600,80,0.58199,0
610,80,0.53071,0
620,80,0.4759,0
630,80,0.41839,0
640,80,0.35887,0
650,80,0.29833,0
660,80,0.23897,0
50,90,0.080064,0
60,90,0.1034,0
70,90,0.12295,0
80,90,0.139,0
90,90,0.1531,0
100,90,0.16676,0
110,90,0.18087,0
120,90,0.19587,0
130,90,0.21204,0
140,90,0.22969,0
150,90,0.24929,0
160,90,0.27143,0
170,90,0.2967,0
180,90,0.32565,0
190,90,0.35857,0
200,90,0.39538,0
210,90,0.43549,0
220,90,0.4778,0
230,90,0.52074,0
240,90,0.56238,0
250,90,0.60064,0
260,90,0.6335,0
270,90,0.65921,0
280,90,0.6765,0
290,90,0.68469,0
300,90,0.68378,0
310,90,0.67444,0
320,90,0.658,0
330,90,0.63636,0
340,90,0.61185,0
350,90,0.58707,0
360,90,0.56468,0
370,90,0.54718,0
